INFO:root:FileData(name='All Users', extension='', is_directory=True, parent_directory='C:/Users/')
INFO:root:FileData(name='multilang_3.1.3', extension='.zip', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300')
INFO:root:FileData(name='wdata', extension='', is_directory=True, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300')
INFO:root:FileData(name='banner', extension='.html', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='cert_activation.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='cert_activation', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='country_selector', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='default_payment_page', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='email_activation.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='email_activation', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='frame.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='games.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='get_text', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab0.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab0nofooter.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab1.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab2.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab3.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='ieframe_tab4.html', extension='.xslt', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='images', extension='', is_directory=True, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata')
INFO:root:FileData(name='arr_down', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='background', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='background_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='background_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='back_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='back_01_shrink', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='back_game', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bbl_bg', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bbl_bottom', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bbl_spacer', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bbl_top', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='become_an_affiliate_button', extension='.jpg', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bg_input', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='border_blue_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='border_blue_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bot_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='bot_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='button', extension='.png', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='button_download_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='button_download_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='button_download_de_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='button_download_de_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_exit_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_exit_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_add_add_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_add_play_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_add_play_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_now_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_game_now_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_prev_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='but_prev_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_exit_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_exit_def', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_exit_up', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_footer_back', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_menu_back', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_minimize_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_minimize_def', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_minimize_up', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='b_mini_game', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='cards_logo', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='cheaper-10-percent', extension='.png', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ent_key', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ent_key_hover', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='fon_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='fortumo_op_logos', extension='.jpg', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='graycenter', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='grayleft', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='grayright', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_alawar', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_alawar_18', extension='.png', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_alawar_26', extension='.png', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_arrow_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_arrow_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_arrow_02_blue', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_hit', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_new', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_one', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_star', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_three', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ico_two', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='im_indicator', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='in_01', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='in_02', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='in_03', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='line', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='logo_alawar', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='logo_all', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='mileage_logo', extension='.png', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='money_logo', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='moving_cube', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='no', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='novotelecom_logo', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ny_gamelogo_animation', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='ok', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='pay', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_bg', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_711', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_711_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_alipay', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_alipay_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_awonline', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_awonline_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_boacompra', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_boacompra_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_boleto', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_boleto_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards_active_discount', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards_active_il', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards_discount', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_cards_il', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_direct_debit', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_direct_debit_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_djuice', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_djuice_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_e_cash', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_e_cash_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_gate2play', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_gate2play_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_gate2play_active_il', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_gate2play_il', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_igame', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_igame_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_kpo', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_kpo_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_kwedit', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_kwedit_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_lotus', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_lotus_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_more', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_more_active', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
INFO:root:FileData(name='payments_menu_mtransfer', extension='.gif', is_directory=False, parent_directory='C:/Users/All Users\\AlawarWrapper\\content\\28527\\skins\\summer2009agsn_rv3\\3.1.3.1300\\wdata\\images')
